brand,color,type,cost,marked_price
Adidas,Brown,T-Shirt,76.65110099922447,174.1746786215993
Lacoste,Black,Boots,151.84980764499684,186.10103947176967
Nike,Purple,Scarf,38.724960423370995,115.87437265213202
Levis,Black,Boots,163.11389243589997,196.10841043511113
Puma,White,Underwear,102.41655922574401,173.2016060740508
Zara,Blue,T-Shirt,68.58667376459601,170.11829578336176
Prada,Yellow,Jacket,359.8767063262808,382.3438974955334
Adidas,Red,Hoodie,67.73828773494014,83.9902466181179
Tommy Hilfiger,Blue,Underwear,156.8261953814759,188.78549347917297
Dior,Blue,Sweater,195.5987250394295,215.31945538326323
Nike,White,Scarf,37.0869137884402,105.04133275524316
H&M,Orange,Underwear,8.408226804378568,60.01877497737799
Nike,Red,Scarf,69.74411989861093,186.15757736469786
Under Armour,Pink,Hoodie,80.83330695121407,115.01656003893066
Ralph Lauren,White,Slippers,310.83129769396294,322.6865304873655
Gucci,Orange,Gloves,223.19806214312064,236.3725631730624
Levis,Blue,T-Shirt,192.31429884958573,212.91889156978547
Chanel,Pink,Shoes,513.4959019281121,527.0127843649365
Prada,White,Hoodie,242.6718936109515,205.76186778453118
H&M,Pink,Socks,8.662570097985697,21.494346449994662
Levis,Black,Jewelry,138.67402871711457,190.2292992563045
H&M,Black,Shorts,48.03005531651257,58.14238576542237
Puma,Black,Socks,97.81020899737365,178.28660187099854
Dior,Green,Scarf,279.3995184016551,234.65979064995298
Nike,Green,Skirt,125.08274644873991,182.41007815379407
Chanel,Orange,Gloves,240.18238362168842,238.6380380666799
Puma,White,Scarf,72.05508175513975,134.71422280989387
H&M,Black,Hoodie,18.989401939010616,128.43131302028166
Dior,Brown,Jeans,229.5901941657036,256.1445375859874
Puma,Green,Bra,105.50132861760598,193.37429009571696
Burberry,Purple,Shorts,523.953179697359,568.815285840651
Levis,Yellow,Shoes,366.79820931988814,231.59333204807226
Chanel,Pink,Underwear,251.70395923983114,207.40044594976757
Versace,Pink,Sweater,369.35594161263583,410.00338433611796
Under Armour,Brown,Boots,64.92448858782966,103.14856684708656
Adidas,White,Jeans,150.62935613662052,186.58872477746104
Prada,Black,Slippers,431.61499200779997,402.0325920440972
Calvin Klein,Green,Jeans,303.76531534088986,265.00271826194563
H&M,Yellow,Hat,21.992293216597556,164.017614200527
H&M,Yellow,Sweater,24.970325311407024,159.62562951101938
Prada,Red,Hoodie,202.1943758059626,223.6232795332414
Reebok,Purple,T-Shirt,76.18121838712452,137.67235833006924
Prada,Pink,Socks,143.25533312115653,183.5827057759363
Under Armour,Orange,Hat,72.21241658657667,198.28702230600328
Zara,Yellow,Gloves,31.341591113801442,177.13346076587226
Burberry,Orange,Shoes,575.9539566521994,276.62751543870144
Ralph Lauren,Red,Jewelry,128.2069306713873,164.5575839365869
Levis,Blue,Scarf,186.76141695366348,201.40852518201524
Nike,White,Sweater,70.95639728322331,183.48189007287493
Adidas,Orange,Bra,96.19114447190216,161.15907611743884
Armani,Orange,Scarf,232.89030792629782,263.8130580573003
Tommy Hilfiger,Orange,T-Shirt,138.17539623068478,175.23332157365323
Puma,Purple,Underwear,92.76098380838388,180.8011921079945
Puma,Green,Hoodie,67.79293609376022,96.6257971097163
Dior,Purple,Boots,787.6120098850209,266.0157842486734
Armani,Purple,Hat,245.3784585040965,258.9608035461431
Prada,Red,Jewelry,224.99656121404144,251.08353887702543
Under Armour,Blue,Jewelry,41.02735716676512,63.062224746942036
Nike,Yellow,Shorts,112.95096250512385,184.84846945391917
Under Armour,Red,Hoodie,52.54937918816359,94.64318954260209
Dior,Yellow,Polo Shirt,267.86631631184287,225.8289531102639
Calvin Klein,Green,Sweater,200.097597558372,228.34784125047685
Calvin Klein,Black,Shorts,300.33419951626365,285.38753534499654
Tommy Hilfiger,Yellow,Jeans,232.33775840077442,226.70968620730287
Versace,Green,Dress,319.7133046353808,331.75484725364106
Calvin Klein,Green,Hoodie,122.27196477742665,195.77419663073184
Zara,Black,Jeans,42.00548144615867,111.79442892454242
Chanel,Brown,T-Shirt,505.62950096177514,487.9518988599088
Versace,Yellow,Dress,180.24857610053988,209.81268665148764
Under Armour,Blue,Hat,64.32478320726284,162.01907426560385
Levis,Green,Boots,206.32787397744008,233.10399081661788
Adidas,Orange,Skirt,208.54896540164555,223.99731678799085
Adidas,Pink,Shoes,264.53549526912525,208.39831197020362
Dior,White,Sandals,507.61732317290824,518.2362674044691
Reebok,Yellow,Slippers,130.79204676753952,180.3624974710326
Ralph Lauren,Red,Slippers,335.2858694514973,290.74628134487295
Puma,Purple,Slippers,287.1991496766501,241.21229791885062
Gucci,Black,Boots,512.9207567168728,561.6753244165293
Burberry,White,Underwear,215.19055786739682,250.68973226950814
Gucci,Red,Gloves,220.7446231288786,205.15345452985974
Nike,Pink,Sandals,91.27934005699689,151.81339336649896
Zara,Blue,Jeans,97.676249460694,136.07024014425707
Reebok,Blue,T-Shirt,200.56157725202,218.31733226292764
Ralph Lauren,Blue,Shorts,270.24198722100243,275.6124010378871
Levis,Yellow,Underwear,113.74429216803699,192.04532563205902
Zara,Orange,Skirt,88.6843734289829,130.48415825401295
Dior,Purple,Boots,411.58988754939367,395.69992091302834
Ralph Lauren,Yellow,Slippers,188.01957641938012,218.2246820761812
Prada,Purple,Shoes,358.2642101719697,241.86640400265253
Ralph Lauren,Brown,Jeans,223.32190642258445,230.23680876003368
Dior,Purple,Skirt,469.8965007757584,218.53781162920365
Adidas,Pink,Sweater,58.02523662612212,159.57618054600118
Gucci,Pink,Jeans,175.00191041236195,203.18564400142964
Gucci,Black,Sweater,371.7607925264633,217.25740708655653
Versace,Black,T-Shirt,357.5016990491822,308.12541481481674
Chanel,Green,Underwear,265.038862894913,298.0042573072371
Nike,Brown,Bra,22.131764949003877,136.460304122632
Levis,Blue,Socks,124.89013175590412,180.7857018725212
Versace,Pink,Slippers,566.458251761512,510.24033265504886
Levis,Brown,Jewelry,168.6875250307546,201.65558148571748
Tommy Hilfiger,White,Gloves,109.68718555361991,154.74192264700312
Adidas,White,Boots,205.97906006391005,220.40507995912157
Ralph Lauren,White,Slippers,219.46712177947578,212.07060657936952
Lacoste,Red,Skirt,162.18448992889412,198.16923388569757
Tommy Hilfiger,Brown,T-Shirt,144.62001853056083,181.21134027599848
Calvin Klein,White,Sweater,262.4667370788309,215.3142150907143
Versace,Brown,Jacket,265.1386530428524,259.3186950336171
Nike,Orange,Shorts,134.83385735590585,194.8197470836616
Nike,Blue,Underwear,38.152767508459156,188.75057636055013
Lacoste,Pink,Scarf,247.34093435582014,225.34791084265117
Lacoste,Purple,Hat,163.64900623158042,199.1854563198754
Burberry,Brown,Skirt,245.2655854375291,287.1013541477972
Ralph Lauren,Orange,Bra,115.5460292409062,187.13795371717913
Chanel,Green,Boots,665.7971286527867,545.9552274166748
Lacoste,Green,Dress,235.00975296028312,273.90783243008633
Nike,White,Polo Shirt,70.1191854461982,99.81307248916686
Reebok,Red,Jacket,140.87408950407143,191.58807396665975
Versace,Purple,Shorts,306.40533096268666,284.35181034331464
Nike,Orange,Boots,51.62989784027523,76.93039174816853
Dior,Purple,Scarf,289.71554736417903,228.0087840187894
Chanel,Pink,Shorts,283.55914105662686,296.8428095147614
Calvin Klein,Yellow,Jewelry,215.32225859239156,254.55107530932048
Lacoste,Blue,Bra,118.00225477220351,159.23173350112106
Ralph Lauren,Brown,Scarf,221.5261764627524,222.35273200244606
Puma,Orange,Slippers,241.84929651592444,248.51417505440978
Nike,Red,Sandals,147.4212868410521,194.01623442563772
Armani,Blue,Sandals,248.63255585016634,217.5090320306463
Armani,Red,Shorts,529.4685776752186,299.78007571818813
Adidas,Black,Scarf,101.65656649616871,163.2602577869432
Gucci,Brown,Jacket,183.81412697762744,200.0195425558342
Ralph Lauren,Purple,Polo Shirt,174.8204373348895,202.25355018509862
Reebok,Black,Skirt,228.4032345306428,228.14224948813907
Burberry,Orange,Sweater,337.76731371657104,382.4619968208897
Under Armour,Pink,Sandals,154.76799272631058,193.60631585189134
Zara,Orange,Dress,79.54519701777843,187.4730927117568
Adidas,Orange,Hoodie,74.81228979230984,132.85782357351331
Chanel,Pink,Hoodie,386.08024718661216,240.3136990064939
Nike,Green,Hoodie,46.28782434915139,197.88723000192573
H&M,Green,T-Shirt,49.89341090198473,67.19239134478893
Nike,Blue,Sweater,73.02961777454067,106.88783247982036
Reebok,Red,T-Shirt,104.0363980014823,159.33950583153737
Chanel,Red,Scarf,371.0101577269039,306.407208575798
Zara,Blue,Jacket,44.38390595223944,71.39632126281428
Ralph Lauren,Yellow,Hoodie,199.04042897524272,223.8674223963952
Calvin Klein,Pink,Jewelry,179.62566524041023,208.00490908343406
Dior,Black,Socks,226.12793895765566,218.8160981157971
Burberry,Black,Socks,340.64663041947796,210.92832118218348
Lacoste,White,Shoes,208.56196315386467,209.8015045321355
Calvin Klein,Purple,T-Shirt,293.73756245745494,260.2098527110166
Chanel,Red,Boots,554.8622826537578,325.84192899895675
Nike,White,Hoodie,97.77416460842545,135.19681218429025
Gucci,Yellow,Bra,121.51604573257322,166.6376513450589
Tommy Hilfiger,Brown,Hoodie,191.82228749596416,215.35625894900326
Puma,Red,Hat,66.95126043236105,98.2692711464149
Nike,Black,Shoes,53.45030136604934,135.2531238849177
Ralph Lauren,Orange,Sweater,123.12235417041045,159.14682193549046
Prada,Orange,Gloves,225.66057683427755,202.1704159928337
Burberry,Green,Polo Shirt,218.60793982249652,244.87772033881097
Reebok,Purple,Polo Shirt,98.58264545220412,157.20764324284158
H&M,Pink,Jeans,41.92576999925066,107.84071083436677
Zara,Blue,Underwear,15.059951272981557,105.40417473199565
Ralph Lauren,Green,Sweater,134.99270668216934,175.20162435313188
H&M,Brown,Slippers,44.91978738120021,79.01081147722756
Nike,White,Socks,20.553514162946247,104.11735693779342
Nike,Purple,Gloves,36.12850506148621,163.3250021020203
Nike,Purple,Gloves,36.44237545296811,154.21035972573472
Lacoste,Yellow,Jewelry,232.84001051639265,265.7204025904585
H&M,Yellow,Polo Shirt,35.68778412282748,118.20474479914817
H&M,Orange,Shorts,23.173246068837372,117.27747513110853
Nike,Orange,Bra,32.17487971423472,141.85537559568075
Nike,Orange,Shorts,114.10997114656094,189.52582559816398
Chanel,Black,Bra,189.697709851242,219.56299669817827
Nike,Orange,Shoes,139.46881305475716,179.33501335076394
Dior,Purple,Polo Shirt,202.5950434106551,240.96102500169445
Reebok,Orange,Shoes,307.6829905750518,363.79591730201844
Levis,Blue,Socks,130.2440969754891,172.48273219043455
Dior,Black,Shorts,381.1098987820686,396.25268041704624
Dior,Red,Slippers,463.9400109333379,221.12151818568879
Nike,Green,Bra,44.16453020919745,65.84344207189201
Gucci,Purple,Socks,198.5732840163513,232.24245802719514
Burberry,White,Socks,212.2299285019132,237.8575591677604
Puma,White,Gloves,66.16245784409358,97.9667397006402
Nike,Brown,Sweater,77.03295472710289,178.65964664986512
Reebok,Red,Shorts,145.52202041876734,191.8266540946729
Versace,Orange,Polo Shirt,389.91978561846634,351.8254514590941
Dior,Blue,Bra,335.34872235543344,352.84347497208864
Burberry,Blue,Socks,269.0991663654462,225.7333833433225
Gucci,Green,Gloves,204.77085881040912,209.3420115327732
Lacoste,Green,Boots,272.17569933278634,201.36540022797362
Prada,Blue,Sandals,230.2753705137355,238.93893464897957
Puma,Red,T-Shirt,165.5334667910066,198.7079208156598
Levis,Orange,Sweater,93.40713175630245,123.53618152063554
Burberry,Blue,Sandals,728.2977610699046,306.44523894610063
Adidas,Purple,Bra,44.208477344360844,90.33276864884864
Under Armour,Pink,Shoes,232.1458899531031,228.52437173425403
Levis,Yellow,Bra,139.8969647788687,193.55501654511176
Zara,Brown,Scarf,10.536522070551895,187.40075053037526
Zara,Pink,Boots,127.49323537672286,197.71174778266268
H&M,Blue,Underwear,9.390430718215983,176.09159885595682
Versace,Green,Underwear,257.7128052735026,252.44712738867642
Chanel,Blue,Dress,279.26661110069205,297.50710480545433
Chanel,Orange,Bra,291.9378994295505,343.41047961352547
Zara,Purple,Gloves,36.4377913640662,102.64435886892309
Under Armour,Red,Sweater,116.71018070533863,176.59407834291508
Adidas,Purple,Underwear,71.70295908318651,191.80903768949153
Reebok,Blue,Hoodie,91.54620947014477,129.03422437226476
Dior,White,Jacket,280.8827103452819,264.45578133747006
Calvin Klein,Purple,Jacket,271.39974299050016,253.64355712179173
Levis,White,Socks,81.82942259736306,123.94629949599046
Burberry,Purple,Socks,278.5460646780733,261.04155117323523
Prada,Black,Jewelry,218.97855059996442,236.35910586956203
Prada,Green,Shorts,276.4057854313941,223.60017000364468
Lacoste,White,Skirt,237.77603141947847,254.74022935307482
Nike,Pink,Underwear,28.52462419217408,128.09384298610016
Zara,Black,Jeans,82.89438177107463,109.8308454636901
Levis,Black,Socks,97.51552630669966,143.84161869427987
Levis,Red,Boots,122.44337135034363,172.66047732779634
Lacoste,Red,Sweater,219.63432114915486,226.25963155916952
Puma,Brown,Polo Shirt,166.13812780576114,199.42771968816407
Nike,Purple,Sweater,39.9325708672349,185.94952121851605
Adidas,Yellow,Skirt,159.69638082199828,191.93365048713676
Armani,Orange,Gloves,176.98183652644053,204.63594460689768
Nike,Brown,Socks,41.23785710882048,111.34050998810312
H&M,Blue,Dress,20.57876142093813,59.647563354744264
Under Armour,White,Bra,56.23234844616364,98.00375111736905
Chanel,Blue,Underwear,247.41277773725034,281.57277321157994
Burberry,Purple,Boots,506.4860458938941,476.97953198217544
Lacoste,Purple,Jeans,291.0501756728843,206.36809816954963
Dior,Orange,Underwear,236.41122154573438,283.5320170489281
H&M,Purple,Underwear,16.75454919314671,82.04555137336267
Lacoste,Purple,Scarf,215.01953045352602,218.69368351593891
Tommy Hilfiger,Purple,Sweater,252.8382024594779,266.8336812956906
Nike,Yellow,Polo Shirt,61.921542503754225,196.51509429915865
Nike,Blue,Gloves,25.339162094069287,43.86831756528286
Zara,Orange,Boots,139.344124037658,173.305514501589
Burberry,Pink,Skirt,529.4422875789578,470.09903225923017
Prada,Blue,Dress,192.49581305181022,221.22878109354673
Nike,Blue,Hat,67.92347879814209,104.98076085568991
Nike,Black,Socks,24.149321134175743,86.47632839155074
Nike,Purple,Sandals,162.910263529281,195.9884109104079
Lacoste,White,Shoes,400.66056453583064,383.0334413384184
Tommy Hilfiger,Green,Boots,288.54015405764767,200.736435924598
Zara,Yellow,Boots,120.36765853822443,162.04816034910849
Nike,Yellow,Sweater,53.219809047777986,141.7490785221159
Dior,Blue,Shorts,369.58732704756915,328.44039864552826
Nike,Green,Shorts,55.24728496982618,184.09450216322685
Nike,Orange,Boots,152.3782751651367,197.2403350671708
Nike,Brown,Sweater,42.90512122428362,110.3910862181076
Nike,Orange,Jacket,66.65320227613749,151.57694441598244
Calvin Klein,White,Boots,222.54350374074508,265.47148458635485
Ralph Lauren,Blue,Shorts,192.7195615962605,207.88204638612717
Burberry,Green,Jeans,568.6036096417694,264.85180338620677
Chanel,Green,Slippers,213.6606517108027,217.09422534445525
Reebok,Blue,Shoes,333.2834329357728,348.72331747524663
Zara,Pink,Gloves,12.975791055556254,59.483875523894795
Under Armour,Red,Scarf,32.90145910499848,153.34719297922018
Gucci,Pink,Jacket,151.38200292034654,191.56174580889981
Tommy Hilfiger,Purple,Underwear,151.02742972292828,195.93226925143063
Under Armour,Orange,Shoes,144.56227110443047,183.66754144021152
Versace,Green,Skirt,273.1243505309426,236.53491871132962
Puma,Black,Skirt,124.56278046885105,188.88930695876869
Armani,Red,Sweater,409.9773813898021,439.52290895805834
Tommy Hilfiger,Yellow,Dress,282.7792798905814,310.09028130867017
Calvin Klein,Blue,Sandals,548.9842183946575,523.3579094552696
Lacoste,Pink,Hoodie,128.46025036147233,161.91789489157836
Dior,Black,Scarf,341.68253578684346,278.50032765710745
Versace,Brown,Hat,307.97454854381954,253.5181554352175
Burberry,Blue,Socks,198.34502279415534,207.62941429346378
Chanel,Black,T-Shirt,418.6089390981999,229.2197739820332
Puma,White,Jeans,146.36192371408907,183.97194593665077
Reebok,Black,Scarf,139.02981564865382,167.2688692016496
Puma,Black,Scarf,145.00671750884584,181.584247509826
Chanel,White,Jeans,559.2664156155677,587.1681139989144
Zara,Yellow,Socks,28.63532084982715,41.82560940948214
Tommy Hilfiger,Orange,Boots,402.3574285291595,420.87810237733237
Prada,Blue,Gloves,258.48941573521597,231.2319445904211
Adidas,Orange,Sweater,80.80692471343667,115.92796009710472
Versace,Red,Bra,251.9540004111003,261.0217483975828
Ralph Lauren,White,Gloves,184.0976023746734,202.63075150403694
Lacoste,Yellow,T-Shirt,186.56232190447176,209.2813905668597
Gucci,Orange,Socks,145.33035839998175,192.2581535806632
Chanel,Yellow,Scarf,256.82788590164563,284.4271024574856
Tommy Hilfiger,Yellow,Bra,98.8263933255039,182.96092200224558
Lacoste,Black,Dress,335.48090377795734,307.975241085361
Burberry,Blue,Skirt,248.72890759558646,212.454619479596
Nike,Black,Underwear,24.91649251821132,41.95400293311182
Prada,Black,Boots,401.9189274864863,447.70514994110897
Versace,Orange,Dress,175.0966451687562,202.92207327503343
Under Armour,Purple,Shorts,73.08591632910792,190.81581065510198
Puma,White,Hoodie,81.4171006240065,112.90269844333574
Reebok,Green,Shoes,246.99822759377955,258.8742361294959
Dior,White,Shoes,375.0459879523534,232.7668615579639
Nike,White,Underwear,49.92121119930753,94.38068411099238
H&M,Yellow,Jeans,28.603112473375006,150.56029128515823
Ralph Lauren,Black,Underwear,155.11542257901476,196.19190586058326
Dior,Orange,Skirt,305.2455515620925,212.80786998809404
Puma,Red,Sweater,79.38601644370718,138.4747271819619
Gucci,Yellow,Skirt,211.11356624434285,246.76538842276662
Tommy Hilfiger,Pink,Boots,189.37636076644,215.7707723892249
Tommy Hilfiger,Black,T-Shirt,123.28861655766637,155.82993699314056
Dior,Purple,Shoes,579.3644346748032,209.2467910087612
H&M,Black,Bra,7.189217128232274,65.49522426204096
Adidas,Black,Shoes,122.87813109983712,192.0511638453282
Adidas,Brown,Slippers,210.0396269750837,207.39360410053746
Dior,Pink,Shorts,514.6081834993479,542.496800585862
Prada,Yellow,Bra,231.45886475988252,213.30560539607978
Adidas,Pink,Hoodie,102.93080159866186,152.39220750554563
Calvin Klein,Yellow,Boots,314.05469874295045,291.57994279449036
H&M,Purple,Hat,25.58275704871807,189.8809214903199
Levis,White,Sandals,396.1168520545444,452.59634864101974
Calvin Klein,Green,Skirt,344.5283541839675,219.66834870291396
Zara,Green,Skirt,69.12404880278709,155.48283490748838
Chanel,Blue,T-Shirt,224.3183157420411,266.1244528807071
Nike,Pink,Boots,197.90847120974,232.33412103392757
Versace,Blue,Boots,616.7659277073044,499.5433336406792
Dior,Orange,Underwear,333.4105370037523,255.5627322838102
Reebok,Green,Polo Shirt,94.80175736840519,122.525067364036
Tommy Hilfiger,Pink,Gloves,132.10870122573817,163.81078222906066
Zara,Purple,Shoes,54.49841798054318,119.69154571435246
Versace,Pink,Slippers,665.1767859636855,618.5079866936123
Calvin Klein,Brown,Jacket,250.87319793380058,208.86783789505046
Lacoste,Red,Polo Shirt,317.9326728526006,246.76055760900496
Reebok,Brown,Skirt,227.2861224170551,267.35828779928516
Nike,Green,Dress,128.45393055830743,184.68162620193345
Puma,Orange,Underwear,93.95503930147905,152.87186090543466
H&M,Yellow,Hoodie,26.587231897569715,54.17028478225758
Armani,Green,Slippers,513.9668402598845,581.9993738272658
Under Armour,Brown,Shorts,149.08606916475532,196.90338070142116
Chanel,Orange,Skirt,377.76064081975437,383.5857146563343
Reebok,White,Scarf,161.2802677539743,199.53422481353618
Burberry,Yellow,Slippers,484.62090975753847,381.187824354193
Dior,Purple,Scarf,384.40208702787976,408.94922081711155
Prada,Blue,Dress,365.6854562040769,360.7134421165051
Nike,Pink,Hat,50.09518340278714,132.5733367749151
Calvin Klein,Black,Scarf,190.62558687480168,216.69691845234226
Prada,Yellow,Polo Shirt,274.64735871880964,303.0368129067651
Gucci,Brown,Gloves,244.7510734998467,233.56600716752797
Zara,Yellow,Sweater,38.65626697831132,197.74174317271945
Zara,White,Bra,16.043691913787193,116.94690728744146
Prada,Pink,Shoes,612.5930944412188,275.79054800869596
Armani,Black,Jewelry,343.9990557469387,317.88911771141886
Tommy Hilfiger,Green,Skirt,262.7657708798208,267.34798943583934
Ralph Lauren,Orange,Socks,154.4690238364866,196.35890148400338
Chanel,Brown,T-Shirt,242.29273017364397,268.70648788397375
Gucci,Black,Hat,286.6394661438398,211.1499694666843
Dior,Purple,Boots,615.7246078885692,575.2999988976092
Puma,Black,Hoodie,73.96959710927158,137.01017622576765
H&M,Black,Boots,30.191812932384998,74.4892025082747
Levis,White,Dress,112.94796678167049,181.495965617811
Reebok,Blue,Boots,179.7179197472942,210.79225331283428
Ralph Lauren,Yellow,Sandals,434.32975436315604,446.55712226238353
Versace,Pink,Hat,306.6989800054839,276.3302834672859
Zara,White,Socks,28.441792332880688,62.318955251910594
Burberry,Brown,Scarf,335.5806013848269,217.4481331239863
Reebok,Green,Gloves,62.06190078829933,182.2807469475719
Burberry,Yellow,Jacket,293.49314901714087,232.96707275295742
Gucci,Red,Hat,296.43881104695026,296.61046178687684
Prada,Brown,Sweater,325.97512246025724,207.9866997227648
Nike,Blue,Polo Shirt,89.90198152228055,134.00809160862477
Burberry,White,Jeans,416.1096598796311,206.86486745114917
Tommy Hilfiger,Green,Sweater,200.33986738766328,233.63675450148358
Calvin Klein,Brown,Gloves,235.74649019169615,209.2793168632814
Gucci,Orange,Hat,133.47192796132623,162.6176279664142
Nike,Green,Dress,50.75476060431385,76.48039000973915
Nike,Red,Jacket,77.53708071678562,175.75894652617836
H&M,Yellow,Hoodie,46.73937961592752,146.27183440569155
Gucci,Pink,Hoodie,257.80224327702746,278.22618453633595
H&M,Orange,Hoodie,27.043560848712215,121.72563501437705
Armani,Purple,Sweater,243.1609647946363,229.46732926093776
Zara,Blue,Underwear,21.40422731393734,85.60270053150415
Nike,Yellow,Dress,108.52855735551961,145.1623006632051
Burberry,Green,Hat,265.21546207109225,316.76494770924467
Calvin Klein,Red,Skirt,376.6938420263782,357.0688488232676
Levis,Brown,Skirt,105.59993229417961,196.86785065638975
Armani,Red,Slippers,195.25317250202318,228.9959572441517
Dior,Brown,Hoodie,435.7992531117705,291.6354898881498
Lacoste,Blue,Hoodie,120.93408218950793,163.6016742021406
Chanel,Black,Gloves,323.4686599631397,304.70421505541503
Dior,Green,Polo Shirt,442.67120623189396,349.01669480036554
Nike,White,Hoodie,50.85586767134407,132.28783199033526
Adidas,Pink,Boots,157.76776519254548,191.44675761355379
Lacoste,Yellow,Skirt,197.7153176606174,212.94646551241908
Armani,Pink,Dress,361.5962628583526,366.1643972632046
Ralph Lauren,Green,Gloves,192.08151640067194,208.0057072069469
H&M,Red,Sandals,34.50922532680459,70.23197337371172
Calvin Klein,Purple,Scarf,171.53995986389285,201.39584064215123
Armani,White,Polo Shirt,320.4630663755591,319.61844449587005
Lacoste,Brown,Bra,213.6080927500755,229.0519725541006
Prada,Black,T-Shirt,379.0854238553407,260.9468804243052
Gucci,Pink,Bra,191.3382818382118,216.44435672326645
Gucci,Blue,Gloves,226.82362130347175,243.00622698847155
Lacoste,Orange,Socks,127.39348535533753,185.06319094292456
Reebok,Orange,Hoodie,118.97995695459127,193.95704774262515
Puma,Pink,Gloves,136.09002180415848,187.4588272897276
Adidas,Pink,Gloves,73.56679913307289,146.60535959431246
Prada,Yellow,Sweater,222.71879622715244,243.9419413483556
Chanel,Orange,Dress,394.5779072658389,469.75499694641815
Prada,Pink,Sweater,342.5857970630389,335.772158730742
Armani,Black,Dress,419.45212993074955,440.32064016579216
Nike,Pink,Skirt,135.21208643902645,172.11175145292017
Ralph Lauren,Red,Slippers,446.8120768310914,298.2355126337601
Chanel,Brown,Dress,503.1872383991286,349.84474472932345
Lacoste,Yellow,Sandals,145.6144721541071,189.50724037489186
Puma,Brown,Socks,104.05045879676939,154.7800595603663
Nike,Black,Hoodie,89.45970033392726,186.76610181278502
Burberry,Green,Slippers,652.8628131274902,566.5790907919513
Calvin Klein,Green,Boots,232.8974138208,274.92419206354225
Nike,Yellow,Jewelry,45.69911378598036,194.9035223920028
H&M,Black,T-Shirt,13.18693837794207,118.50446826789043
Gucci,Orange,Gloves,164.61151395812578,198.79275894433718
Tommy Hilfiger,Green,Underwear,157.56522344662807,194.2839197356791
Burberry,Yellow,Polo Shirt,497.34599360111565,233.53619747597276
Gucci,Pink,Sandals,355.40958635618654,292.79223621910614
Ralph Lauren,Purple,Polo Shirt,199.6525511282059,220.1278513515926
Under Armour,Orange,Shoes,75.35817409770902,182.47760058308705
Ralph Lauren,Orange,Jeans,301.51796756067154,207.77978675964096
H&M,Brown,Hat,12.9410720446168,197.86227571542312
Armani,Red,Sandals,541.1916190980476,530.770074109493
Dior,Pink,Socks,317.56615676970046,348.66594458423083
Puma,Yellow,T-Shirt,121.59260143283181,186.9274798113994
Gucci,Brown,Hat,142.94863728661898,197.6277779085014
Ralph Lauren,Blue,Socks,165.63613613939793,198.79292350654478
Lacoste,Blue,Skirt,336.85856910529435,375.8606908179461
Versace,Purple,Sandals,519.0473897908739,335.2670193685064
Prada,Purple,Polo Shirt,352.0648454434878,285.2691990223559
Nike,Pink,Scarf,23.53882428401992,48.27289314612079
H&M,Brown,Bra,12.657558326302542,45.31551515306284
Prada,Orange,Hoodie,368.3899934690178,319.7875702681313
Zara,Yellow,Shorts,61.14172770609035,138.64333967062248
Levis,Red,Bra,138.78350077008028,198.34251149520534
Versace,Pink,Underwear,194.67693810301006,219.1881163062407
Zara,Pink,Shoes,101.31476282542151,126.08068857383896
Nike,Brown,Skirt,86.66801652755585,165.0982219811844
Puma,Green,Gloves,105.46918962844238,169.52911680511255
Reebok,Blue,T-Shirt,202.6973194869799,231.82705788949016
