brand,color,type,cost,marked_price
Calvin Klein,Orange,Jeans,54.37892146386215,177.22615457508135
Hermes,White,Shoes,147.6173208052311,181.32305028964706
Levis,Pink,Hoodie,85.99976295281488,106.94449056380797
Zara,Pink,Gloves,16.33553261214033,104.34072949687703
Nike,Purple,Shorts,24.170942879792207,168.12916776918118
Chanel,Black,Hoodie,56.022584709790976,149.94365690939813
Ralph Lauren,Pink,Sweater,54.06777298120089,183.6885436571708
Under Armour,Yellow,Scarf,15.725686373471763,84.25734611164458
Ralph Lauren,White,Polo Shirt,43.95214110701805,195.28771614294453
Puma,Orange,Bra,24.793492962321558,110.1949259358586
Gucci,Yellow,Socks,19.19636688890347,196.25858194402198
Levis,Black,Gloves,33.76043617635747,43.34464579829563
Gucci,Black,Scarf,23.035057239409312,145.4562023650788
Levis,Yellow,Gloves,27.54981942778212,174.55231235052162
Ralph Lauren,Black,Sweater,33.22850287046014,57.4355468638812
Reebok,Yellow,Hoodie,58.19252464862267,184.26112365010187
Chanel,Green,Shorts,42.071169421133796,134.2361915275059
H&M,Black,Dress,106.65220060730263,149.69286147490376
H&M,Brown,Scarf,18.30946330121675,168.77430809497992
Tommy Hilfiger,White,Skirt,28.621090676648258,158.80748252620876
Ralph Lauren,White,Scarf,37.369164096029564,101.92350310548282
Ralph Lauren,Purple,Underwear,27.702608740946573,187.50073961588984
Gucci,White,Underwear,46.76792669199426,177.23620669477964
Adidas,Blue,Sandals,103.20263619911776,154.4877854804681
H&M,Green,Shorts,33.22607489471382,98.29156333870469
Ralph Lauren,Red,Gloves,33.838522549079045,198.03858879504122
Hermes,Green,Hoodie,47.721740307409185,152.42788380258264
Louis Vuitton,Orange,Slippers,101.8676352845781,131.25544750805838
Louis Vuitton,Black,Sandals,143.8181356203975,173.33744066703954
Adidas,White,Polo Shirt,27.657326046603586,56.167000917091855
Adidas,Purple,Jacket,81.2943527811198,152.86846493866173
Puma,Yellow,Bra,14.237391504914743,135.42594183643337
Levis,Green,Polo Shirt,52.8775202014859,107.31297162850021
Chanel,Brown,Bra,16.465889443096895,54.380040550627555
Calvin Klein,Black,Jacket,88.67392810701246,175.8675788861617
Ralph Lauren,Yellow,Dress,104.9314333239496,127.8747653955265
Under Armour,Blue,Shoes,115.28133302055606,159.0770555261099
Puma,Pink,Gloves,47.672289267671346,189.1466131977458
Ralph Lauren,Black,T-Shirt,30.312183912571086,113.822385535996
Prada,Yellow,Jewelry,137.00730967892574,191.9324919951215
Armani,Brown,Shoes,118.69558475212564,196.48756103819903
Hermes,Purple,Bra,19.171823360771747,120.71843153220848
Versace,Pink,Dress,139.28385667487083,194.61817915599065
Armani,Pink,Polo Shirt,36.94962458873507,49.90752761118089
H&M,Yellow,Sandals,107.66360416907281,133.30115700496006
Chanel,Black,Dress,106.21465851112578,133.29756377121961
Hermes,White,Slippers,118.71725760539178,176.79000462245307
Levis,Orange,Dress,144.46576609208887,195.75831850330215
Armani,White,Socks,34.624712971201355,106.22343882145965
H&M,Pink,Gloves,47.76052988225158,104.5897968063359
Louis Vuitton,Orange,Gloves,16.74622319334926,126.3141723724764
Armani,Purple,Dress,103.75748570464819,136.35371103057525
Gucci,Blue,T-Shirt,25.971026210034726,73.81270505452223
Armani,Brown,Bra,30.321026984392997,174.34022346958193
Louis Vuitton,Purple,Polo Shirt,32.63334434842601,176.52251356492604
Zara,White,Gloves,15.463535306436512,181.4315618929043
Lacoste,Orange,Sandals,114.50199966035082,190.0477771109202
Calvin Klein,White,Jeans,46.93995696089041,93.23600058113593
Tommy Hilfiger,Purple,Hoodie,59.77865808300706,75.87154987793915
Lacoste,Red,Sweater,39.22902399217307,154.26739591742142
Lacoste,White,Bra,41.8103553871612,131.73533147700297
Zara,Purple,Skirt,45.3613668697878,148.5633401162051
Ralph Lauren,Black,Gloves,41.58967415456024,57.11679761136229
Puma,Green,Slippers,147.1387542471093,194.85455202641015
Levis,White,Sweater,56.14491305246765,198.8491388908521
Adidas,Black,Skirt,10.5600956348977,199.5146198401415
Hermes,White,Shoes,117.76965031352478,152.07652037530966
Levis,White,Slippers,107.26708548033928,143.95374796087208
Adidas,White,Shorts,14.340903775838445,61.33566612284619
Armani,Brown,Slippers,125.62123118401549,182.49747671225379
Versace,Yellow,Skirt,37.95957731634643,168.30114080966612
Reebok,Green,Shorts,32.98724152237,124.1256605880517
Calvin Klein,White,Gloves,35.34346233333423,50.86976246024174
Zara,White,Socks,11.979234036133333,195.9640779398453
H&M,Green,Sandals,146.65824256144418,194.46668497529413
Reebok,Purple,Socks,30.104752234688128,97.94404692603273
Hermes,Green,Sandals,131.51910400206742,186.5283193150884
Lacoste,Orange,Socks,40.192037372226864,65.05290923696303
Reebok,Pink,Hat,40.12629451290053,48.86967254570578
Lacoste,White,Polo Shirt,24.825139208242202,140.2667872250237
Louis Vuitton,Pink,Polo Shirt,34.76502774168485,106.84825248967417
Reebok,Pink,Sweater,68.85123397167231,142.05444891113996
Reebok,Yellow,Scarf,49.916989991191535,170.4045853788926
Calvin Klein,Blue,Shoes,132.27921629088772,161.64086805853714
Prada,Green,Jacket,53.90193349142486,123.73801847741095
Under Armour,Brown,Sandals,128.57039238951137,163.44419719701915
Prada,Red,Jewelry,106.83965435764595,193.48804033673997
Puma,White,Shorts,33.84210457527092,149.90985813547323
Armani,Brown,Hoodie,81.94875037614486,124.12973287125808
Lacoste,Brown,Socks,43.768691709992034,110.63574383818579
Lacoste,Yellow,Shorts,25.484067510334782,43.328162795684264
Nike,Purple,Shorts,47.31966712448212,143.67770616498586
Adidas,Orange,Sandals,130.3563248014422,193.01171464508187
Puma,Black,Gloves,26.828288970927474,71.65867047201044
Lacoste,Purple,Sandals,128.74136808006355,164.55888754934344
Puma,White,Underwear,27.20256703485832,172.55741367970575
Gucci,Orange,Sandals,123.53248586453282,166.8329987946193
Prada,Blue,Hoodie,56.645092606862065,164.74224165677174
Lacoste,Red,Socks,39.35119021817417,118.70707967402456
Tommy Hilfiger,Brown,Sweater,36.16102582057757,126.08133665912212
Armani,Blue,Skirt,17.33784981715504,170.8270474905025
Zara,Red,Gloves,16.395637627186254,89.13499766166646
Lacoste,White,Hat,25.337078309184584,116.81940614462489
Tommy Hilfiger,Pink,Jacket,77.16432335601193,185.09148333048412
Levis,Green,Jeans,37.93565578973697,82.80673261360357
Zara,White,Bra,45.2804583584382,143.79384320009643
Levis,Black,Boots,147.9981678068447,183.7017304994822
Louis Vuitton,Purple,Hat,31.31517921734796,190.48689436170062
Gucci,Yellow,Polo Shirt,22.4094283093535,53.84296487503923
Reebok,White,Shorts,46.29086366667509,126.93251712613528
Ralph Lauren,Yellow,Skirt,35.63916433865374,188.6619840872051
Tommy Hilfiger,Green,Boots,130.00526603445834,163.07358810973588
Adidas,Orange,Underwear,20.019241401152826,78.00150954996889
Chanel,Orange,T-Shirt,46.0545560182469,187.23042759737706
Zara,Orange,Shoes,100.99353998776031,198.43643077691613
Adidas,Orange,Shorts,23.36798147347776,35.23656837273795
Chanel,Blue,Hoodie,80.69911354638397,167.34904693599748
Prada,White,Hat,40.296987477304796,162.29907721286446
Under Armour,Pink,Shoes,100.08989342142108,161.84420993808567
Reebok,Brown,Polo Shirt,61.36696952722177,98.59678723179267
Prada,Red,Gloves,45.501543025727294,95.12090272883313
Ralph Lauren,Pink,Hat,48.93951751182306,171.08833758650297
Prada,Pink,Dress,124.89992201246211,193.48140176090172
Armani,Pink,Jeans,43.81676084280938,171.16290638402023
H&M,Red,Jacket,69.94235580768644,196.4768403992776
Hermes,Brown,Dress,132.47787653900804,188.82426602934245
Levis,Black,Skirt,38.02290370479906,50.85509595248518
Puma,Orange,Dress,148.15669212489556,198.41133564066314
Ralph Lauren,Orange,Polo Shirt,37.752829065648406,99.54850281463413
Gucci,Brown,Shoes,120.95916397414581,198.79586117937416
Ralph Lauren,Blue,Jacket,54.63112198079244,113.68158596666485
Prada,Black,Scarf,28.343527408830024,107.12980711603704
Reebok,Purple,Dress,134.19148363203396,170.59415856625176
Versace,Purple,Polo Shirt,32.020775496093364,163.99307232871038
Reebok,Yellow,Underwear,20.735545957169318,195.09640499685418
Zara,Brown,Scarf,32.1844633746494,109.21406756976582
Nike,Green,Skirt,41.076814501465364,69.49206808464709
Levis,Green,Polo Shirt,68.42320068245152,182.66205669622934
Under Armour,Orange,Sandals,122.36731017485948,149.53550857988387
Armani,Green,Shorts,47.33502497527288,85.04083641425717
Gucci,Pink,T-Shirt,39.49419616733146,63.57356440070847
Lacoste,Brown,T-Shirt,27.062001783789952,81.46193309963525
Ralph Lauren,White,Dress,144.59761158125434,178.19696013551652
Tommy Hilfiger,Green,Polo Shirt,48.42414374903241,112.66696283204472
Prada,Orange,Jewelry,130.5635866393483,189.62127878472478
Chanel,Green,Hoodie,80.70390154241142,124.23341880444495
Zara,Green,Socks,35.422964063588466,56.467088573311614
Armani,Black,Bra,49.55221474570852,138.4727413726725
Under Armour,White,Jacket,98.77671295828458,158.10700356534625
Armani,White,Sandals,130.76548357950625,174.7652629463638
Hermes,Blue,Underwear,17.962835520364926,33.69501574158334
Zara,Green,Bra,22.673060421428318,161.40293126452312
Levis,Blue,Jewelry,130.67201283527632,177.72115155672282
Prada,Green,Skirt,30.96237075866688,131.74177301922705
Hermes,Purple,Hoodie,80.93017876453087,149.7658695712961
Reebok,Purple,Socks,40.96274614355405,122.01191800951534
Nike,Pink,Hat,12.511687784268508,109.74179473998394
Reebok,White,Dress,123.14598815555856,174.7667938583011
Lacoste,Purple,Jacket,83.51514415542923,182.19732087011693
Chanel,Brown,Jewelry,105.78649289237958,186.6184753571253
Zara,Purple,Jeans,67.10453503040253,145.77178643769682
Chanel,Purple,Shorts,20.853154427761808,98.8675851080967
Louis Vuitton,White,Jeans,29.696039696783167,189.7593271986423
Chanel,Purple,Dress,146.5221315156989,181.38811526390404
Zara,Purple,Sweater,70.80744570012033,91.0940424297504
Zara,Yellow,Boots,138.97682336292934,198.2275870590477
Ralph Lauren,Purple,Boots,140.25828742218636,186.09300892689075
Adidas,Red,Jewelry,113.9355193942634,188.6279430362033
Puma,Yellow,Sandals,116.67772422990618,191.55445929778762
Hermes,Pink,Jewelry,140.58063599593987,185.89664084481757
Under Armour,Orange,Skirt,31.32879571024034,115.5670508004821
Reebok,White,Slippers,116.05997557694069,187.42000753323674
Tommy Hilfiger,White,Shorts,47.80838667858029,189.98912122007943
Levis,Purple,Scarf,26.34474617049551,120.48512889168627
Hermes,Pink,Hoodie,58.08647622468426,70.75244767966267
Tommy Hilfiger,White,Gloves,25.034275469239912,116.10791918873844
Tommy Hilfiger,Green,Sandals,125.872284688279,178.74924368952193
Louis Vuitton,Yellow,Gloves,16.50493006457447,95.65891852000561
Puma,Blue,Shorts,18.513695297842656,149.11211619591938
H&M,Yellow,Slippers,141.77618824248972,193.19245132013367
Reebok,Orange,Boots,127.04555313111737,198.83085649993313
Louis Vuitton,Blue,Jacket,93.64699883383915,121.28793096098494
H&M,Red,Skirt,26.264591549667266,67.3260769615571
Prada,Black,Dress,100.63852381350183,196.88818230688958
Louis Vuitton,Red,Shorts,29.162836955809194,44.81945514152717
Prada,Red,Jacket,84.45874822787707,109.95868274043916
Levis,Yellow,Hoodie,65.29148077648307,124.32133247055978
Lacoste,Yellow,Underwear,45.147186021250214,176.19053536829574
Adidas,Green,Hoodie,63.40463540924564,85.62745819753005
Chanel,Orange,Underwear,12.667999334096812,24.293583858791493
Prada,Purple,Slippers,129.90281705274376,159.23978282810415
Hermes,Blue,Sandals,147.28495529764973,199.97236561159207
Gucci,Green,Underwear,36.02829882893997,185.42673413167918
Hermes,Green,Shorts,19.467795815467504,119.02196943153783
Prada,Red,Jewelry,147.19057368500046,185.9883779628282
Puma,Yellow,Socks,36.14011959993637,196.70423534046398
Armani,Green,Underwear,40.776410725945425,93.75160760884279
Louis Vuitton,Purple,Jeans,43.37157985411879,176.01877543934324
Nike,Purple,Boots,131.46879201534017,158.64903758787037
Nike,Pink,Underwear,47.515793802942525,147.7195611144163
Prada,Black,Boots,129.66803509427137,179.56033865219337
Armani,White,Underwear,26.05622043324249,123.04475430238139
Prada,Yellow,Boots,122.86028352842258,150.69661509513284
Louis Vuitton,White,Jewelry,103.27973679456112,185.6965859891829
Zara,Yellow,Scarf,15.304773446461471,178.98194355241563
Lacoste,Green,Sweater,51.673107735475355,81.35329163691517
Levis,Green,Hat,11.504649498868247,148.6241126998607
Nike,Yellow,Gloves,31.559787908773806,121.94475480469352
Nike,Green,Underwear,20.198043030691544,173.0978902538543
Calvin Klein,Blue,Skirt,49.85149502961287,140.94940455200557
Versace,Orange,Sandals,116.77884550686773,178.4833180186324
Adidas,Black,Polo Shirt,44.98508545789983,74.91068725685568
Calvin Klein,Black,Jeans,25.130746466534287,76.79343150227436
Ralph Lauren,Orange,Jewelry,147.14544341198433,186.24710723437573
Armani,Purple,Scarf,42.743540033092486,82.72340877033356
Gucci,Brown,Boots,101.51548835815748,191.91087878759203
Puma,Orange,Sandals,109.63980982191504,182.54828069312066
Reebok,Orange,Sweater,45.24734980139905,69.19458166247128
Lacoste,Purple,Hoodie,79.60567571277925,144.6085784368045
Tommy Hilfiger,White,Gloves,11.238063718440863,176.65794899688382
H&M,Yellow,Underwear,12.961424457370384,44.65766801857707
Armani,Blue,Jewelry,134.90095800845117,179.71977454273895
Calvin Klein,Red,Skirt,35.70879211651898,67.39501626447661
Hermes,White,Skirt,28.655490487789287,90.36043095744347
Gucci,Blue,Underwear,29.804424000065737,95.37908469844493
Zara,Red,Jacket,63.45737259036278,154.72996153162194
Tommy Hilfiger,Blue,Gloves,33.48460641534547,119.81438013731079
Lacoste,White,Polo Shirt,20.681493492162176,149.10424517593785
Adidas,Brown,Sweater,32.79091687303807,198.02507864507615
H&M,Black,Shorts,51.5330098648833,113.31125674117416
Chanel,Blue,Socks,43.57223290348272,70.1192955936021
Armani,Pink,Jewelry,148.27801958911385,188.08397612477256
Louis Vuitton,Brown,Slippers,119.58676266675427,170.74562459042832
H&M,Yellow,T-Shirt,35.29840768073127,147.30241795643693
Under Armour,Black,Underwear,43.91662002242752,72.81307845062395
Chanel,Red,Hoodie,67.1966499228308,109.67696524883318
Louis Vuitton,Yellow,Jeans,69.41773516184337,105.41014574474436
Calvin Klein,Red,T-Shirt,47.34360890026122,124.15434343414297
Under Armour,Black,Sweater,46.22828886745213,106.6690507351872
Chanel,Green,Shoes,123.43406584956202,152.37016137478724
Armani,Yellow,Shorts,14.221626655192711,118.02122235747288
Lacoste,Orange,Shorts,25.053355594736484,78.08016638141603
Versace,Blue,Sandals,106.5403212307081,140.35500420678466
Lacoste,White,Slippers,120.21673234849065,185.75743022851174
Zara,White,Polo Shirt,47.69990500072687,93.46179915995143
Louis Vuitton,Purple,Shorts,34.4040287408287,109.85618026807231
Calvin Klein,Green,Socks,36.246153087498385,92.69625195264419
Levis,White,Jeans,69.9382320377016,139.79992062435804
Louis Vuitton,Orange,Boots,101.4967631437693,181.2297051181223
Versace,Purple,Slippers,145.1784563153582,197.1041318034461
Hermes,Red,Sandals,144.93987479801513,195.47973159330846
Armani,Purple,Hat,40.7105568093904,181.4273188147624
Chanel,Orange,Underwear,15.4264834427598,190.69496513266807
Levis,Brown,Socks,12.72356055012902,49.134993592014254
H&M,Black,Slippers,105.49761228197362,162.6836681747315
Armani,Black,Jeans,51.2988657356382,164.34923376560315
Tommy Hilfiger,Orange,Sweater,74.17538175633402,163.77879438837823
Puma,Red,Jewelry,100.90945206356825,162.11457831823597
Lacoste,Yellow,Dress,140.26533524463136,170.4584797893132
Zara,Purple,Gloves,12.569797625968588,53.82430631344066
Chanel,Blue,Slippers,128.45996299070342,194.08068876088322
Louis Vuitton,Red,Shorts,38.98586262557191,67.71104462445172
Reebok,White,Shoes,149.2018114105313,186.493159843339
Under Armour,Black,Boots,134.90616620848812,182.20607486500163
Ralph Lauren,Purple,Polo Shirt,47.73412476467545,135.12062883052067
Lacoste,Blue,Gloves,30.477477958337342,60.61624942571949
Nike,White,Underwear,33.39187642628708,84.42887923528377
Versace,Purple,Jewelry,115.39553911961379,179.02624458353975
Reebok,Green,Slippers,148.79056279372506,181.98864144965663
Puma,Black,Hat,10.247279252023551,48.11355893823985
H&M,Purple,Skirt,21.36408039695897,67.17216992345668
Hermes,Pink,Socks,25.467845381072923,143.20210643427046
Levis,Pink,Gloves,36.24981075064619,181.9334611915785
Zara,Orange,T-Shirt,34.24981825950075,185.0357549785399
Nike,Black,Sweater,48.590797431564724,136.78346632326162
Levis,White,Shorts,55.580150226408534,157.3028769799529
Lacoste,Black,Shorts,37.40026253710505,173.72960422331118
Ralph Lauren,Yellow,Scarf,21.98224914390915,151.1015786431128
Under Armour,Orange,Underwear,25.574144922745656,59.88655946381384
Ralph Lauren,Black,Socks,17.820856173332366,159.94697464315433
Puma,Brown,Boots,146.0140649725406,198.20245877894087
Nike,Red,T-Shirt,28.77946308373389,88.02880523641599
Versace,Purple,Shoes,146.4405686488571,196.89626870413957
Under Armour,Red,Bra,28.828047743251783,186.6522853986381
Ralph Lauren,Green,Underwear,44.18434613393597,107.50744128692891
Hermes,Blue,Boots,134.51424770498488,172.2849030984414
H&M,Purple,Hoodie,64.4911504776521,151.49892413396722
Gucci,Purple,Hoodie,72.03429574931693,166.78511923528265
Armani,Orange,Jacket,64.6761449681274,122.72717927165885
Ralph Lauren,Yellow,Sandals,132.863440088713,173.2640563658504
Under Armour,Brown,Shoes,132.3139349264191,176.8286075355849
Prada,White,Skirt,35.553707217040525,107.34085110354985
Prada,Pink,Hoodie,44.27405395400115,60.99186633554948
Versace,Orange,Slippers,138.5619553654588,181.24370514365282
Hermes,Orange,Dress,147.1817993755172,181.38524684131647
Louis Vuitton,Brown,Shoes,123.28930666432554,151.15442736388522
Prada,Black,Socks,28.048292546333528,169.2588543130001
Calvin Klein,Yellow,Sandals,101.59479405972327,135.0831516419147
Reebok,Orange,Gloves,17.107985424295137,21.004794930343724
Zara,Pink,Slippers,115.06044597937799,174.3885926340176
Nike,Yellow,Socks,35.91965839510726,60.47297725468356
Louis Vuitton,Yellow,Polo Shirt,25.7134723034583,77.01672028961889
Tommy Hilfiger,Blue,Scarf,39.813663200477365,189.60653446743234
Nike,Yellow,Shorts,21.808633074687602,145.63625714812565
Hermes,Pink,Socks,24.30501588808008,91.39235906447142
Under Armour,Pink,Sandals,133.10210574828892,186.66086019619598
Tommy Hilfiger,Blue,Sandals,134.9775192841517,164.98229104943027
Ralph Lauren,Orange,Polo Shirt,46.97543645518576,63.21735229489947
Under Armour,Red,Sandals,147.37191529306753,197.86605273605838
Calvin Klein,White,Gloves,17.030197536670478,176.1597705046588
Armani,Purple,Scarf,43.506393364921514,163.80880534274638
Prada,Black,Scarf,19.807210914383532,57.37578333144258
H&M,Pink,Boots,127.29382939990522,195.54899957377194
Calvin Klein,Green,Jacket,61.09134267406554,180.71801078920015
Louis Vuitton,Yellow,Hat,35.61468928081504,42.994794636375346
Lacoste,Blue,Bra,40.14298266970992,165.1073070508511
Louis Vuitton,Blue,Scarf,11.020161867784486,32.635469248448445
Puma,Red,Sweater,49.0111075117471,110.83641810350557
Puma,Purple,Shoes,114.48569939577096,152.78386568634446
Calvin Klein,Brown,Jacket,58.928053852515376,172.55416010025345
Puma,Pink,Jewelry,110.63305795410074,199.06262163549204
Reebok,Black,Shoes,132.58494104036149,193.68863117371518
Gucci,Pink,Bra,37.5851329807799,148.19221077218663
Louis Vuitton,Green,Sandals,109.25416249926128,162.91389472960302
Adidas,Orange,Hat,45.36821178669898,83.0561923725956
Under Armour,Pink,Shorts,32.53839629207027,167.22518697886878
Hermes,Yellow,Hat,11.885470457796469,126.17465203144098
Versace,White,Polo Shirt,22.404040166548725,59.75430719700829
Versace,Brown,Polo Shirt,41.98761166484494,93.66513471071389
Lacoste,Black,Jewelry,132.32754527918073,193.6394955654702
Lacoste,Black,Jeans,30.71690106438587,166.22686466451654
Calvin Klein,Green,Scarf,40.127435179647506,178.9592491272733
Under Armour,Pink,Sandals,127.53449053921645,168.04963786336015
Puma,Blue,Jacket,72.27686112273966,198.60807324646976
Armani,Yellow,Dress,113.72402277700577,158.76653963103146
Under Armour,Blue,Sandals,133.39590199054356,177.86648193709112
Lacoste,Purple,Bra,19.454902061107838,99.05687082492102
Under Armour,Blue,Sandals,116.10752635297246,194.20943851109627
Tommy Hilfiger,Yellow,Sweater,30.796941405260306,161.78502478133902
Zara,Brown,T-Shirt,15.837159407266377,113.11863103135852
Calvin Klein,Purple,Shorts,46.239196001302645,128.37408191018278
Versace,Pink,Jacket,88.78615622899994,155.08069638388142
Zara,Red,Slippers,100.78364863510366,192.1804101570752
Calvin Klein,Blue,Hat,38.59833020078826,63.20277850245013
Chanel,Orange,Dress,138.75478592694736,198.8233973324527
Versace,Blue,Gloves,33.40949421844573,85.13727462456231
Nike,Brown,Jacket,64.2420094965847,189.7114505938421
Versace,Pink,Polo Shirt,27.514824819872423,159.9980213190376
Ralph Lauren,White,Sandals,105.46026772796115,177.1283389097108
Louis Vuitton,Orange,Shoes,103.18232910786223,185.81012443247613
Puma,Blue,Skirt,12.344471021944955,136.42222953722296
Adidas,Red,Hoodie,47.48859431040736,95.22184018698752
Hermes,Blue,Polo Shirt,69.08493149228158,134.5939481851311
H&M,Green,Dress,141.13317478236212,175.8765406241016
Chanel,Orange,Shoes,148.04296133655333,198.08793436829555
Lacoste,Orange,Shoes,149.82637575066755,181.68423382975624
Reebok,Yellow,Jewelry,112.20345394007377,144.85926195823097
Levis,Orange,Shorts,59.88044685322068,184.8586935714468
Chanel,Pink,Sandals,134.58068809642333,175.48173519065517
Gucci,Red,Hat,49.832096478505164,79.5463126228852
Zara,Yellow,T-Shirt,10.159393000974791,157.2634529012552
Prada,Black,T-Shirt,49.79156945977546,188.6935988804752
Zara,Brown,Underwear,11.27413758666635,178.10175667724494
Hermes,Brown,Hat,45.089544531249366,118.43613079206449
Nike,Pink,Bra,12.419273876595609,140.29952500630367
Nike,Black,Underwear,43.34272816714444,56.951482415004236
Nike,Blue,Shorts,30.375227114225673,62.43023760896868
Armani,Blue,Scarf,25.708707551804206,132.04394301151936
Tommy Hilfiger,Brown,Skirt,20.04570377945443,48.6800200725034
Puma,Yellow,Jewelry,105.93322373829466,192.97733682217137
Tommy Hilfiger,Pink,T-Shirt,30.96273955362421,121.91981035028414
Hermes,Pink,Boots,149.63306240974782,192.9146839671809
Louis Vuitton,Brown,Shorts,41.068547435740896,179.71327320596
Calvin Klein,Red,Scarf,37.674402697196946,187.48527467499665
Nike,Red,Shorts,52.20868639834431,86.65778490975914
Adidas,Pink,Hoodie,83.67960695711038,106.5864971802678
Adidas,Purple,T-Shirt,36.07391136643288,46.78102457029417
Louis Vuitton,Blue,Boots,137.33924232014493,185.97936304329355
Hermes,Yellow,Polo Shirt,48.978400540461394,93.40493766995688
Hermes,Orange,Polo Shirt,25.846390655938393,171.5320565810017
Louis Vuitton,White,Slippers,124.87229935330365,190.65058039008824
Chanel,Purple,Bra,21.551663027085834,188.62560648371047
Puma,Green,Bra,44.70932725988267,157.98347397214596
Reebok,White,Jeans,32.114233594013285,61.32027696962413
Armani,Red,Bra,10.538573089295248,71.98793710850809
Louis Vuitton,Green,Sweater,75.45977531301497,133.73904035917298
Under Armour,Brown,Jacket,98.40342882840598,187.65593064179984
Adidas,Purple,Jeans,67.61794109921946,191.54414375709575
Under Armour,Yellow,Bra,10.931732015439884,49.11236071047253
H&M,Pink,Polo Shirt,53.31630213942275,130.23637885039062
Prada,Green,Gloves,18.413242315954594,193.1454796877582
Reebok,Black,Scarf,18.363791176624076,74.16608958242611
Under Armour,White,Scarf,13.632318588235378,184.80737113765954
Tommy Hilfiger,White,Jeans,36.60115496664456,155.46722584037602
Tommy Hilfiger,Yellow,T-Shirt,38.9379517338986,198.73706004147255
Armani,Black,Gloves,36.61063295996543,123.65699779009759
Gucci,Yellow,Polo Shirt,61.171782844137155,142.33222219220784
Under Armour,Blue,Shorts,45.44425143491585,156.8104935632701
Hermes,Blue,Gloves,17.98696976008243,111.47413677478058
Reebok,Red,Sweater,64.92861181922628,141.4863797907027
Tommy Hilfiger,Orange,Hoodie,42.96050142704371,114.48270934409058
Levis,Yellow,Jewelry,140.8930343558356,177.49451998570703
Adidas,Purple,Polo Shirt,46.63584959464342,151.29339890595708
Lacoste,Yellow,Socks,25.771971113757786,40.98560412113697
Levis,Green,Hat,32.608893285298215,194.42050823073131
Armani,Black,Bra,22.222319632569175,188.24869847493997
Tommy Hilfiger,Red,Skirt,13.44629745729744,158.6293934729556
Hermes,Orange,Gloves,16.056491329364604,185.1467672577946
Gucci,Blue,Jacket,85.09241508278889,105.20776920298614
Zara,Yellow,Dress,108.93951008700351,185.21043430834595
Prada,Yellow,Jeans,41.58427112765973,111.83581043426716
Levis,Black,Scarf,27.773625459487317,110.25204546569495
Puma,Pink,T-Shirt,15.838436522080656,54.187111018050246
Zara,Pink,Hat,33.544424582174415,64.31743228265671
Ralph Lauren,Black,Jeans,41.69586579629167,98.67882517865623
Lacoste,Blue,Socks,45.004908564876246,138.88763999372748
Tommy Hilfiger,Brown,Underwear,26.93589953100085,192.21785611196887
Reebok,Black,Scarf,23.46867274430799,198.96036998418745
